;text;label
2039;omong emisi change climate gundul hutan kalimantan ganjarmembangun depan amdal omong sesuai fakta alias bohong;negative
2040;ganjar luwes buka diskusi audience moga negara lanjut pimpin pihak rakyat intelektual;neutral
2041;tonton dukung partai dukung pribadi;positive
2042;anjing omong fakta tidak maksud dosen pandai bicara kerja kosong;negative
2043;tangan wadas rembang pabrik semen;neutral
2044;sadar cepat lugas gagas rasional anies baswedanbrpak anies intonasi nada bicara halus;neutral
2045;aksi orang mikat aksi dukung;neutral
2046;dengar bakal calon presiden gagasanya optimis anies anies pimpin indonesia depan komitmen sejahtera rakyat indonesia adil adap;neutral
2047;warga jakarta tidak tahu program jakijakhabitatjaklingkojakpreneurboti rekam jejak jancuk coba pltnya ngelanjutin program setel pabrik jakarta;negative
2048;tertawa kakak anak brand sesuai lihat brand jakarta ganti sukses jakarta indonesia eneg branding bagus dibalikin ala ala boomers;positive
2049;untung anies integritas sendiri jokowi budak partai;negative
2050;tertawa omong integritas ahy begitu setir tptnya boneka tertawa;negative
2051;marrelzai bbm anjing presiden tolol ngutang bayar;negative
2052;marrelzaisotoyyy anak kemarin sore wakil presiden mimpi kaliiijadi langsung wakil presiden sadar oiiiiiii;neutral
2053;suka presiden sederhana merakyatbener mikir rakyat kecilingsaalloh ganjar menang amin;positive
2054;jujur keluarga dukung setia anies dengar refleksi prabowo haru rasa tulus beliau moga sehat jenderal;positive
2055;tuju ngintilin lurah mikir tulus;positive
2056;bayar uang halal salah mantan gubernur hutang pribadi miskin lagimenurut pribadi anies bersih pemimpinbiasa gubernur kaya lunas utang;neutral
2057;moga presiden kelak henti biasa hutang lunas hutang waris lurah nilai ribu;neutral
2058;lucu akun akun buzzer iya;neutral
2059;tani memabung gmm harga pokok mahal;negative
2060;senang dengar lagu indonesia raya bait lengkap beda bait lagu bangsa indonesia suka haru menitil air mata nyanyi;positive
2061;moga pimpin jegal anies cepat mati amin;negative
2062;anies lugas struktur konsep putar putar bias bangun ikn lestari lingkung hidup lucu rusak hutan klaim lestari lingkung hidup;neutral
2063;benci sifat munafik tolak nyata takut iya janji gula tanggung jawab mati;negative
2064;tunggu bakal calon presiden debat bem universitas indonesia;neutral
2065;rendah profesi orang den ganjar pandu acara jurnalis;neutral
2066;geli dengar ganjar omong rasanyabrseperti dengar jokowi omong persis persis omong maaf iya lucu;negative
2067;rekeneing biaya kampanye anies rakyat bantu bisa ubah lebuh negeri asas adil;neutral
2068;ganjar terbaikbrpemaparan realisasi periode dpr periode gubernur;neutral
2069;anies cerdas moga indonesia amin;positive
2070;anies spill gagas sederhana mudah paham;positive
2071;tahu orang halu orang bikin blunder;negative
2072;visi misi kepala laptop kepala terima kasih mata najwa;neutral
2073;negara satu republik indonesia harga mati juang indonesia maju indonesia;negative
2074;prabowo adanyabrganjar raba rababranis berandaiandai;neutral
2075;bilang parabowo pimpinankomandan hebat duli bawahananggota orang suka pura pura bilang brsemakin prabowo;positive
2076;keluarga tni iya musti bilang apabrpelajari detailbiar objektif wawas;neutral
2077;prabowo cocok zaman tertawa relevan kuno;positive
2078;tau sifat tegaspeduli bawah suka pura pura anggap kuno;negative
2079;percaya indonesia hebat pimpin prabowo anies bergandengankrn figur isi kurang;positive
2080;ganjar sosok wakil sisi intelektual anies sisi nasionalis prabowo ganjar moga pilih presiden indonesia;neutral
2081;ganjar gebu arogan asa iya;negative
2082;ganjar boneka partai kalao pilih aya tagih janji independent jabat presiden;neutral
2083;cari youtub stand kakak panjdi;neutral
2084;pilih kalah legowo bikin fitnah drama playing victim;neutral
2085;prabowo pilih wakil banar biar suara rk sri dsb anies iya usaha pilih wakit jokowi biar imbang air api;neutral
2086;pantul layar kaca ganjar seram sumpahtakutttt ahahahah;negative
2087;bicara msnis manis bukti tida;negative
2088;calon presiden papar anies solutif masalah bangsa;neutral
2089;ahli anies disuru janji omong kerja;negative
2090;yxpxbwahaha tsunami fakta orang omong aksi kosong tertawa;negative
2091;arti anies golong golong merah omong kerja;negative
2092;salah anismisme iya lihai main;positive
2093;rakyat rumah tangga laku usaha butuh karya nyata janjibrdan karya nyata jokowi rasa pilih cares karya nyata janji retorika jejak lalubrsemoga tuhan lindung indonesia jauh pimpin buruk modal janji;negative
2094;prabowo gagas bikin kagum senang probowo hormat cinta negeri moga tahun prabowo amin;positive
2095;prabowo datar terobos kesan cerdasbodoh pilih;negative
2096;salut sikap prabowo subiantobeliau jujur adanyaklu tau bilang besuk iya bilangbahkan beliau timbang prioritas gurau beliau pilih presiden rigus dur ngendiko prabowo tulus jujur maju negara;positive
2097;tulus tulus beliau khianat ulama umat muslim dukung beliau periode pilih pas beliau ambisi doang presiden beliau jokowi pilih beliau tri era jokowi lawan calon presiden coba harga;negative
2098;bicara politik mudah kakak menteri tahan abdi maju tahan bangsa indonesia indonesia pribadi pribadi habis uangnyakecuali angkat tri uang patut curiga lihat maju alutista bawah pimpin beliau;negative
2099;harga prabowo pimpin bangsa negeri bangsa kuat tangguh hadap bangsa beliau terima jabat menteri tahan;positive
2100;simak perhati calon presiden gagas dasar data bukti laku anies cocok presiden;neutral
2101;ngantuk lihat ganjar kbnyakan retorika;neutral
2102;bismillah anies baswedan presiden amin;neutral
2103;nyapak anies aspek adil rakyat;positive
2104;adil kobongan manisssss rusun uang muka rupiah;negative
2105;adil pihak kesetaraanalahkata basi omong kosong;negative
2106;narcissistbr fakebr gut look himself;neutral
2107;muluk mah minta koruptor hukum mati tidak satu sell kriminal jalan maling ayam rampok;negative
2108;anies lancar omong sayang omong doang;positive
2109;mohon maaf ganjar arogan attitude;neutral
2110;gagas jatuh orang ide kosong;negative
2111;sms allah senantiasa lindung negara satu republik indonesia pilih pimpin adil jujur adil amanah cerdas akhlak mulia taqwa tuhan maha esa amin robbalaalaamiiin;positive
2112;keluarga rasa pimpin anies dijakarta anies mimpin acak kartu jakarta pintar parah amburadul;negative
2113;anies presiden prabowo wakil cocok;neutral
2114;grup hore grup prabowo bioskop;neutral
2116;papar anies terang komprehensif solutif mantap;positive
2117;saudara jaga satu bangsa negara;neutral
2118;golput trimakasih narasi mata najwa;neutral
2119;bingung ganjar prabowobrpengalaman ambil putus perintah pnyelesaian ganjartp prabowo erti kondisi indonesia;neutral
2120;anies penuh kriteria pimpin negara;neutral
2121;prabowo anies calon presiden boneka amerika cos amerika sekutu indonesia negara maju;neutral
2122;gagas gagas benarbenar dampak masyarakat indonesia;positive
2123;ayo kampus sila undang tiga calon presiden kulit ide gagasannnya indonesia jadi peristiwa putra baik bangsa pimpin negeri terima kasih matanajwa;neutral
2124;nanyabrbrpak asn asn kasih mobil mewah tertawa aduh buang anggar;neutral
2125;cari youtube memahaa rumah uang muka kosong ribu isi;neutral
2126;lihat media terjun lapang langsung biar tau;neutral
2127;politik identitas actor kereeennbremang mnc inovasi gandeng aktor sdang viralbrtp layak tunggu visi;positive
2128;kakak kakak hp simpan dengar isi acara;neutral
2129;nilai duga prasangka kontrol konsekuensi ambil salam damai saudara bangsa tanah air;neutral
2130;pandji standup pecah berani mantap brlawyer kakak pandji kembang kempis perut sesuai tonton inibrbrscope luas channel mata najwa;positive
2131;presiden kelak bapakbapak ber berani gagas depan mudah bapakbapak ber putra putra baik bangsa indonesia shanti indonesia;positive
2132;sungguh acara istimewa inspirasi generasi muda prestasi beliau moga milu aman lancar sehat sukses;positive
2133;prabowo inn syaa allah amanah;positive
2134;survei nyata komen pilih anies baswedan gulir bawah baca xlo percaya;neutral
2135;masya iya ganjar terima aplikasi orang kenalkaya bohong publik;neutral
2136;apa alas anggota mantan keluarga cendana pilih;neutral
2137;calon presiden bagus bajing partai dukung setir calon presiden partai;positive
2138;oke oc mantab brdp mantabbrbambu mesum mantab brsumur resap mantabbrtugu sepatu mantabbrtugu peti mati mantabbrtidak reklamasi mantabbrini program anies maling biasaklu anies naiksemua program atas negeri;positive
2139;bohong diprodukdi bimbing kakak bina;negative
2140;boneka bankir kendali sistem palsu nama demokrasi buat elite globalbrbrtugas presiden gampang tukang becak tukang sayur bisabrkrn tugas presiden utang riba imf fedbr habis utang ribabr palak pajak rakyat;negative
2141;macan asia tidur bangun prabowo presiden indonesia indonesia macan asia segani dunia;neutral
2142;tayang adzan ulama pimpin pimpin daerah posisi muncul pimpin situ tertawa;neutral
2143;bismillah izin allah swt anies presiden;positive
2144;mnusia klebihan kurang gagas pikir dasar lingkung proses terima kasih mta najwa gambar mri lihat kembang moga indonesia damai;positive
2145;bicara gampang wujud sulit cari profile joko widodo jokowi bicara kerja nyata iya teman teman;neutral
2146;bismillah moga allah takdir anies presiden indonesia;positive
2147;prestasi ganjar apabr orang hipokrit manipulasi negeri;negative
2148;dukung ganjar usaha jadi jawa tengah lumbung beras nasional handal;neutral
2149;tonton mata najwa pilih calon presiden visi misi bawa indonesia;neutral
2150;tuju anies moga rang mafia beras dagang resah moga negeri lindung allah swt amin yra;neutral
2151;beda gagas anishidup anies pilih anisamin;neutral
2152;wkwkntr ngejabat jaujungnya gitu doang;negative
2153;pantesnya anies peresidenbnyakan ngeles indonesia pimpin anies hancur orang tri gubernur kerja mimpin indonesia dukung anies indonesia bobrok;negative
2154;fitnah anies pilkada jakarta jakarta pilih anies pilih jakarta caos ancor suriah jakarta maju damai berkeadilanfitnah produksi persen nguap;neutral
2155;prabowo jujur iklas berani cinta negara satu republik indonesia moga iya allah prabowo presiden indonesia amin iya robbalallamin;positive
2156;calon presiden baik pimpin indonesia but dek baik leader;positive
2157;merinding ikhh dengar gagas bakal calon presiden anies allah moga istikamah anies;positive
2158;merinding ngeri tertawa omong jago eksekusi kosong;negative
2159;iya ngeri presiden takut indonesia sejahtera;negative
2160;gagas suka gagas anies beliau kalang akademis pandang beliau papar gagas masuk akal moga implementasi beliau pilih presiden indonesia manusia sempurna pimpin negara cari kurang negara lebih kurang;positive
2161;goblok kerja nyata sukses jakarta;negative
2162;periode brkalo periode sah percaya rakyatt;neutral
2163;ngibulnya naturalisasi terealisasijalan mulus dilobangi parkir air rajalela;neutral
2164;guagua janjiin reklamasi dihentikannyatanya jalan lagibrmenurut luberhasil;negative
2165;calon presiden gagas cerdas mudah fahami insyaallah terwujudyg pimpin ibukota negarabr amin harap;neutral
2166;akun asli dukung anies kritik beliau amanah buzzer kakak;neutral
2167;lihat id asli orang jakarta maksud;neutral
2168;cek bisa teriak buzzer eh tau buzzer cmiwww;negative
2169;kenal teman orang jakarta puas kerja anies kelas tengah bawah tengah atas banyak puas;positive
2170;orang calon presiden ganjar pranowo bagus gagas rekam jejak kali gubernur kali anggota dpr indonesia;neutral
2171;kakak nana sangsi gagas janji calon presiden caleg ditepatiapa tuntut lengser;neutral
2172;panji mulut lewat bawa suku loeemang segitu protes luhut kerja kerja cerewet jelasiya pawang orang batak kah;negative
2173;anies masyaalloh moga menang amin;positive
2174;calon ganjar anies bohong mrntri pecat tingkat didik;neutral
2175;komedian ras banget layak malas lihat orang;negative
2176;menang iya part prabowo bicara getar dengar bismillah menang;positive
2177;ganjar suka lucu iya hahahah;positive
2178;anies bicara bagus wibawa cocok jubir presiden tri negeri;positive
2179;indonesia timur bakal calon presiden jujur iya anies bicara sambung tenang senyum enak dengar uh adem bicara;neutral
2180;ganjar jawabanya enggak jelas ngawur abstrak;negative
2181;pilih ubah indonesia anies baswedan brpilih ganjar suka tonton film porno rambut putih semuapilih prabowo kadrun sakit hati;neutral
2182;anies tiaptiap bicara diomonginnya konsep;negative
2183;tinggal indonesia negara martabat hormat kemiskinanbrprabowo subianto;neutral
2184;pakai logika kandidat presiden gagas jabat perintah skarng coba lihat kerja sasar pro rakyat simpel ganjar presiden;negative
2185;orang kerja biasa masyarakat indonesia sempat coba biasa orang china indonesia merta langsung tes suruh kerja kasih tahu kerja latih biar kerjain brbrkalo ucuk orang kerja langsung tes blunder;negative
2186;pintar ganjar pranowo fan jokowi prabowo bingung pilih;neutral
2187;negeri butuh ubah artis sponsor adzan;neutral
2188;sembako kartu jakarta pintar sulit omong oiii ril janji palsu bantu bantu iya;negative
2189;anies presiden prabowo bicaragagasannya oke beliau masuk koalisi perintah beliau partai oposisi uu cipta kerja bijak rugi rakyat batal takut presiden perintah ajak koalisi iya kue;neutral
2190;anies moga pilih presiden indonesia pilih umum presiden amin;neutral
2191;beliau prabowo subianto pantang serah presiden indonesia kali kalah pantang serah niat tulus bangsa indonesia indonesia emas;positive
2192;partai pdi partai dasar korupsi;neutral
2193;terima kasih ganjar juang turun stunting sejahtera rakyat mari dukung;positive
2194;ganjar pimpin dukung jaga sejahtera laku umkm;neutral
2195;presiden moga bijak pihak rakyat sembako murah cari kerja mudah hukum tajam;neutral
2196;ganjar menang pilih umum presiden bendera pelangi tebar indonesiabrdan undang undang nikah jenis sahkan yabrsedangkan hobi tonton bokepbr prabowo;neutral
2197;babak ganti presiden bawa indonesia jalur buruk memberitahu presiden prabowo subianto;neutral
2198;gagas bagus takut janji laksana presiden moga pilih umum presiden tuhan bohong;negative
2199;insha allah anies baswedan menang pimpin islam wilayah indonesia;neutral
2200;sehatsehat nonton bagusbr gagas keluar good;positive
2201;tiga mimpin negara presiden tidak apa tua wakil didik teknologi anies masyarakat daerah plosok urus ganjar;neutral
2202;moga prabowo menangamin iya allah;positive
2203;presiden moga amanah bawa indonesia maju makmur junjung adil rakyat indonesia;positive
2204;ganjar bawa istri langsung menang telak wkwkwkwk mantap;positive
2205;sesi refleksi prabowo haru menang tulus abdi negara indonesia gagas beliau moga indonesia negara maju mandiri pimpin presiden pilih calon presiden baik amin;positive
2206;prabowo ikhlas sesuai pesan gusdur kali kalah ikhlas calon presiden beliau ikhlas kalah;positive
2207;gosqrsuya kalah rencana curang pilih umum presiden masuk agenda malakin orang monyet hutang lunas;negative
2208;jelas pola pikir kelas maafrendah suudzonnya muncul;negative
2209;jawab muas anies mudah erti fahami percaya boneka partai demokrasi indonesia ucap manis sesuai bikin sakit hati bukti periode janji kampanye obral kartu sakti kartu sakti sulit;negative
2210;genjer cengas cengengesan orang wibawa dasar lawak;negative
2211;acara edukasi politik rakyat indonesia;positive
2212;low audian dengar langsung jawa tuntas miskin dijawa daerah brebes;neutral
2213;anies teori daja pintar adil kerja kosong;neutral
2214;tuju gagas teman haram pilih pdi calon presiden calon presiden opurtunis hidup ubah;neutral
2215;anies presiden baik rakyat indonesia indonesia ubah indonesia ganti partai;neutral
2216;pimpin cerdas tindak responsif bangsa negara suka kelit alas cermat bijak alami baur masyarakat anti sikap intoleranjauh kelompok garis keras agama;positive
2217;visioner cerdas ukur anies depan penting rakyat banyak joss oke anies;positive
2218;bismillah hati mantap pilih anies;positive
2219;laiya tampil anies nomor menang;neutral
2220;duga habis debat calon presiden hasil survei ubah signifikan;neutral
2221;ponakan masuk universitas prabowo benar biaya aneh murni nilai akademis smaaku prabowo tuju didik;negative
2222;rakyat indonesia butuh perata adil moga jiga salah calon presiden pilih atur ambil putus dengar situasi masyarakat langsung ambil bikin atur musyawarah masyarakat inti transparan moga indonesia pimpin amanah;neutral
2223;moga prabowo presidenbisa jaga negeri indonesia penjajahdalam negridan korupsi hilang indonesiadan erti ada rakyat indonesia butuh pekerjaaanpendidikangizi tani;neutral
2224;moga anies pilih presiden indonesia berikutnyaaamiiinnn;positive
2225;calon calon preside indonesia moga jaga hati ridho allah;neutral
2226;bismillahirrahmanirrahim yaallahbrjadikanlah anies presiden indonesia allah;positive
2227;orang pakai kuat titik kuat titik;positive
2228;biar buta politik sistem pilih suara prsiden suara wakil nama dukung sindir niat maju negara kena satuin ide ide kes penting golong;negative
2229;keren mantan gubenur jakarta kredit rumahbrkita simpul orang jujur kaya jabat;neutral
2230;indonesia sundel masyarakat derita lagu;neutral
2231;kakak ganjar dahdi praktek awan;neutral
2232;kilas prabowo wajah patih gadjah mada rambut patih gadjah mada;neutral
2233;jujur iya brcara anies jelasin clear brcara ganjar jelasin muter titik sedikitbrcara prabowo jelasin polos;neutral
2234;biar prabowo presiden lanjut jokowi kerja biar anak muda karya komando prabowo suka;positive
2235;program lanjut kakak nana judul tilik pandang negarawanbrmenghadirkan surya paloh megawati surabaya;neutral
2236;pilih umum presiden tragedi pilih umum presiden ratus tugas kpps tinggal dunia;neutral
2237;banyak pilih anies prabowo ganjar menang;positive
2238;level hormat kakak nana bacapresbrbrbrmas aniesbrmas ganjarbrpak prabowo;neutral
2239;bakal calon presiden keren haru kaca kaca mata prabowo refrensi kaca isi refleksi maju rakyat indonesia merdeka diri tuju indonesia satu capai indonesia emas sehat prabowo;neutral
2240;gagas lontar kaum politik ikhlas prabowo timbul ikhlas tumbuh gagas cemerlang sehat;positive
2241;ganjar mending prabowo capresbrbrtapi calon presiden pilih mayoritas rakyat indonesia insaallah anies baswedanbrbryang adil sosial rakyat indonesiabrbr merdeka;positive
2242;jujur ide anies bagus cermin visioner butuh pimpin realisasi janji prabowo orang percaya;positive
2243;prabowo program jokowi ujung ujung;positive
2244;anies layak alam pimpin jakarta janji laksana;neutral
2245;paham pilih sikap tindak tanya;neutral
2246;muda energik wawas budaya adab ganjar pranowo indonesia jokowi;neutral
2247;bosan dengar ganjar bicara ngambang;negative
2248;madura dukung anies selamat indonesia;positive
2249;selamat indonesia tertawa orang jakarta tau kerja wacana doang anies jakarta sembrawut negara satu republik indonesia;negative
2250;calon dengar hati prabowo pimpin negara beliau bicara beliau bukti kerja nyata halu kerja ngda;positive
2251;narasi gagas calon pimpin indonesia isi otak sekian lembar ppt;neutral
2252;riah sambut tonton anies rasyid baswedan iya;neutral
2253;sehat iya prabowo presiden pilihankujgn masyarakat anies prabowo spots maju gubernur berhianat prabowo prabowo ukir percaya prabowo beliau kerja nyata omong suka prabowo;positive
2254;ivso update otak fitanahya sudalahtidak tanggap;negative
2255;ganjar presidennybrwakilnya prabowo brmasyaallahtabarakallahbraamiinbrbrbru anies;neutral
2256;riuh iya pamungkas ganjar brterima kasih iya kakak;neutral
2257;anies refleksi cermin grogi hadap cengengesan ganjar perhati beliau beliau cerdas mengahadapi prabowo berani cermineh hindar aneh bicara;positive
2258;ill lihat sudut bibir ludah kumpul;neutral
2259;moga allah mulus jalan anies presiden pimpin negeri moga realisasi gagas beliau amin;positive
2260;amit anies presidentukang ngibulplecidenan kaleeee;neutral
2261;jamin pintar omong bos bawah surya paloh prabowo diri;negative
2262;urus jakarta selesai contohcalon pintar omong doang hidup ganjar pranowo;neutral
2263;gila noh konten konten jam juta views;negative
2264;parah remeh profesi profesi selagi halal tahu salah ngelesnya tukang ngeles pilih;negative
2265;anies bicara dasar intelektual idealisme prabowo dasar nasionalisme sentuh ganjar bicara dasar cerita alam pilih iya sila pilih sesuai dasar kena situasi;neutral
2266;oalah ubah anies ubah tifu tifu kredit rumah sulit tifu rumah uang muka orang miskin ndabruss;negative
2267;pilih iya atas nemu sreg jadi favorit coblos sesuai milu;positive
2268;moga paslon anies muhaiminbr prabowo airlangga ganjar eric tohirbr rocky gerung amin rais;neutral
2269;woypak anismau bangun sekolah desa infrastruktur angkut gitukalo bikin gagas reak donkjangan teori;neutral
2270;bangun jalan desa jalan tol jalan tol desa butuh ngutang tol tol rugi sepiakibatnya jual bangun hutang dukung presiden bangun jalan negara jalan tol;positive
2271;acara mayoritas intelektual didik cenderung pilih anies;negative
2272;visi misi anies bagus berat rasa anies periode;positive
2273;lulus slta beda calonpenjelasa anies mudah fahami berat simple tinggal implementasi;negative
2274;berat jelas anies pulang realistis step prabowo ganjar gagas step realistis trlebih gagas prabowo awang;neutral
2275;tuju simpel inti gagas utama;positive
2276;anies baswedan pimpin oke pdip gelam;neutral
2277;nama tuhan yesus prabowo menang;positive
2278;udaah kolom komen buzzerrp tanggap gagas video buzzerrp tonton wkwkk nyerangnya ngalor ngidul fitnah;negative
2279;insyaallah anies rikami keluarga pilih anies;neutral
2280;vergil armstrong rambo well tuju bawa indonesia moga moga;neutral
2281;alif kasus prabowo suruh delik nama delik adu adu prabowo bungkam bebas bicara bilang bebas bicara darimana presiden parah;neutral
2282;ganjar its oke indonesia mahfud cawapres;neutral
2283;sikap sampai ganjar oke ngewayng;negative
2284;tuju anies orang kompetensi duduk jabat dosen bukti banyak teori presiden remuk indonesia;negative
2285;sayang kakak najwa sesuai ganjar pakai nyebut anies nyebut angka bebas dapat bikin efek nama anchoring jawab ganjar gantung anchor calon presiden anies;neutral
2286;stand panji persis pikirkankok luhut luhut lagijd heran mampu serbabisa beliau calon presiden sajabakal seru;negative
2287;salah fokus ajudan prabowo kapanyee rakyat;neutral
2288;anies realistis paham masalah bangsa moga pimpin bawa bangsa bangsa amin;positive
2289;duit lunasin utang lunasin rumah kakak;negative
2290;aku manusia otak banyak dukung wan ambruk;negative
2291;ucap katakata olah bagus rakyat tarik nasionalis hebat coba lihat baca rekam jejak calon;positive
2292;faktor usia tentu betfikir manusiapilih anies cerdassidikamanahfatonahsekeluatga pilih anisamin;neutral
2293;rekam jejak brow rekam jejak brow mudah giur ucap omong kosong;negative
2294;tiga bacapresmba nana dekat akrab ganjarkl anies prabowo suasana cairhidup indonesia number country worldsemangaaaat;neutral
2295;tau alam alam pimpin anies hasil konkritnya jakarta;neutral
2296;lihat nurani jujurbranis bicara pikir bibir ngmong sanasini yakin hati serius;positive
2297;video ganjar anies baswedan presiden;neutral
2298;wwkwk bangun air sumber serap rumah kosong persen lem aibon manusia primitif diindo iya kocak sumber daya manusia rendah track record buruk belaa penyepong kadrun;negative
2299;sesal masuk goronggorong bbm ajjjjk;negative
2300;kesal dengar ganjar jawab mana poin inti cuil tidak jelas;negative
2301;refleksi keren prabowo sihbrtapi sayang lihat kaca pelintir;negative
2302;anies bicara gagas narasi karya muter sibuk gagas narasi karyawkwkwkw;negative
2303;bismilllah anies presidennyabrbrlihat statement bikin menang;neutral
2304;anies ch istimewa ch prabowo mah bos anies prabowo bawah mbah paloh;neutral
2305;maaf anies jakarta tambah apa;negative
2306;anies baswedan butuh presiden pintar rakyat planga plongo;neutral
2307;pintar omong doang iya teori dosen;negative
2308;plonga plongo sindir anu lihat kerja nyata hasil mah tau lihat plonga plongo doang;positive
2309;main jakartakalo teori jis bangunitu janji beliau gubernur terpilihlangsung implementasikansarana prasarana bangun indahbukan ragu beliau;positive
2310;tentu psn tangan teknokrasi tangan dunia usaha anies baswedan;neutral
2311;anti oligarki butuh sumbang usaha oligarki;neutral
2312;orang pintar hasut kerendahatian ganjar zaman jokowi suara rakyat dengar;negative
2313;lihat calon presiden nomor perhati detik basah bibir mulut sesuai otaknyaapa mulut man mikat orang minum;neutral
2314;ganjar orang anti kritik arogan;positive
2315;indonesia pimpin pimpin berlatarbelakang militer;neutral
2316;jawabanya alih kes tutup salah bodoh rakyat pintar;negative
2317;ganjar blunder iya paham gimmick;negative
2318;hormat program prioritas prabowo perhati butuh tahan indonesia khawatir langsung jawab gagas beliau beliau jaga urus indonesia;positive
2319;membandingkananak ganjar atas calon anies prabowosaya doa moga ganjar sehat baikdimudahkan urus panjang usia pimpin indonesia amanah adil integritas wawas penuh prestasi jadi indonesia aman maju jaya sejahtera;positive
2320;calon calon presiden anies capabel gagas narasi intelektual visi misi akademisi ragu prestasi pimpin hasil;neutral
2321;kali pilih serius coba bukti indonesia bebas korupsi koruptor brbrjangan jago nyusun nyalon;negative
2322;video layak tonton baca komentar iya temantemanbrbrmengenal bakal calon presiden akam pengaruh bangsa kedepannyabrsalam demokrasi;positive
2323;prabowo beliau serah calon presiden rasa pimpin beliau negara satu republik indonesia;neutral
2324;gagas patah disintegritas komisi pilih umum bawaslu;neutral
2325;pilih anies bantu maju indonesia;positive
2326;heran mahasiswa dorong dpr kesah aset aset negara ambil orde;neutral
2327;gagas ide refleksi cermin salut kreatif cerdas;positive
2328;ganjar kalah pdip prabowo prabowo kalah pdip rekrut beliau tahu trik pdip kuasa;neutral
2329;keren mata najwa universitas gajah mada bikin acara rena koar soksok an langsung acara hebat;positive
2330;gus dur orang tulus ikhlas negara satu republik indonesia prabowo prabowo;positive
2331;ganjar anjing tertawa poin jelas mutermuter anies zaman;negative
2332;buzzer bilang nomer bayar tau tolong lihat video penuh;neutral
2333;keren bingung pilih siapabrpa ganjarbrprabowo pandji;neutral
2334;ketida caprea srek ganjar layan masyarakat;neutral
2335;moga indonesia pimpin amanah jujur dzolim masyarakat bentuk uu hukum mati korupsi korupsi masyarakat sengsara;negative
2336;anies harap indonesia rekam jejak bukti jakarta;neutral
2337;prabowo sesi refleksi epik kombek;neutral
2338;mantap universitas gajah mada koar hadir langsung bakal calon presiden kemarin afa koar eh muncul acara keren;positive
2339;menit prabowo indonesia emas brprabowo jadul indonesia bubar brbrhaha;neutral
2340;kali hitam tutup kain waring tertawa;neutral
2341;buzzer nomer kuat mbok penuh video comet doang;negative
2342;percaya komentar akun belakang angka kriting selamat;neutral
2343;lihat aniesorg genius benerliat prabowoorang sekalipas lihat ganjarorg bacooot;negative
2344;hahaa orang bodoh bilang genius rumah sakit rumah sehat genius dukung dukung ididotnya;negative
2345;ganjar pranowo percaya diri tingkat zeus;neutral
2346;ripuhhhh penguasabrwoiiiiiii indonesia duka urus pulau rempang becus;negative
2347;bismillah anies indonesia butuh presiden muda cerdas santun;neutral
2348;inti presiden red bulls anies prabowo tidak apa;neutral
2349;anies kali bicara ujung ngungkapin manis hasil visi misi gasemudah sesuai ekspetasi;positive
2350;hati hati ganjar terus jokowiakan boneka megawatilihat tanah rampang enak beli cinamajuuuu teruus indonesia amanah;positive
2351;terimakasih acara masyarakat nilai baik negeri;positive
2352;masya allohkita pilih prabowo anies;neutral
2353;anies baswedan rasional papar lugasbrganjar pranowo bagus blunder mendown grade profesi rakyatbrprabowo subianto irasional harap presiden;neutral
2354;presiden ngaruh pilih iya ganjar;neutral
2355;kawatir anisbrmeskipun apa pilih anisbrmeskipun anies diskriminasi dana kampanyebrbuat kulkas endingnya suruh ganti rugi pulau jual;neutral
2356;tinggal tunggu wakil prabowo unggul wakil anies iya mending inti redbull;neutral
2357;anies prabowo serah brmau tau partai demokrasi indonesia menang harun mas tangkap brbrbarang tangkap;neutral
2358;prabowo subianto sehat pimpin negeri terincta sungguh beribawa;positive
2359;minimal anies pulang sajabrsudah cocok muncul media;neutral
2360;jiahaha dukung kadrun usak jakarta;negative
2361;jujur anies segi bawa sampai meyakinkantapi takut otak cerdas praktek kelak;negative
2362;anies mah omong mikir tagih janji muter jawab;negative
2363;setujubrmemang kandidat amin cocok jadi indonesia maju;positive
2364;memnatapkan pilih aniskonsep tahun yajg utama milik rencana strategis depan;neutral
2365;sales prabowo komen seolaholah rakyat ngkakbrsedangkan sales ganjar muncul sales anies;neutral
2366;tertawa iya cari komentar ganjarr;neutral
2367;biasanyabranis bicara manis ganjar realistis prabowo kadang bata bata;neutral
2368;refleksi harap calon cermin kurang pimpin analis salah kurang lebih tiga calon asa langsung kurang tanda kutip pers jujur kecowaa;neutral
2369;tetes air mata indonesiabrbrrasanya prabowo cocok presiden hati anies lahbrbrsemoga baik indonesiaaamiin;positive
2370;dukung kali buzzer mah bayar kayak rezim sono;negative
2371;buzzeerr uban tiarap lihatmalu nyata uban;neutral
2372;bingung pilih prabowo anies baik;negative
2373;senang dengar soekarno pidato lihat soekarno masuk got;neutral
2374;anjir anies lawan gagas amin;negative
2375;suka prabowo lucu gemas tonton prabowo suka bikin tawa pilih ganjar pranowo;positive
2376;calon presiden kerap mdpt harga lembaga dunia internasionalitulah terpercayaok;neutral
2377;terima kasih grup mata najwa universitas gajah mada kadir acara brbrsaya tau pilih terima kasih;neutral
2378;merdeka merdeka perkara salam tempel orang manusia cerdas ambil uang pilih hati;neutral
2379;merasakanya suplemen sekolah sd negara presiden surabaya moga adik suplemen tubuh sekolah cerdas tubuh sehat kuat;neutral
2380;indonesia butuh pimpin penting warga merdeka makmur ekonomi negara;positive
